313.0,127.0
304.0,200.0
262.0,200.0
246.0,279.0
234.0,355.0
353.0,202.0
358.0,290.0
365.0,358.0
300.0,346.0
272.0,346.0
262.0,472.0
232.0,586.0
332.0,346.0
337.0,474.0
355.0,595.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
313.0,127.0
306.0,200.0
265.0,200.0
246.0,283.0
237.0,358.0
353.0,200.0
358.0,288.0
365.0,360.0
300.0,346.0
274.0,346.0
262.0,472.0
232.0,586.0
332.0,346.0
337.0,474.0
355.0,595.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
311.0,127.0
302.0,200.0
262.0,200.0
246.0,279.0
234.0,351.0
351.0,200.0
355.0,286.0
362.0,360.0
300.0,346.0
272.0,346.0
260.0,472.0
230.0,586.0
332.0,346.0
337.0,472.0
355.0,595.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
309.0,127.0
302.0,200.0
262.0,202.0
246.0,279.0
232.0,355.0
351.0,202.0
355.0,288.0
362.0,360.0
300.0,346.0
269.0,346.0
260.0,472.0
230.0,583.0
332.0,346.0
337.0,472.0
353.0,595.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
309.0,127.0
302.0,200.0
262.0,202.0
246.0,279.0
230.0,355.0
351.0,200.0
355.0,286.0
362.0,360.0
300.0,346.0
267.0,346.0
258.0,472.0
230.0,586.0
330.0,346.0
337.0,472.0
353.0,597.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
306.0,127.0
302.0,202.0
262.0,202.0
246.0,276.0
227.0,348.0
351.0,202.0
355.0,288.0
365.0,360.0
300.0,348.0
267.0,346.0
258.0,472.0
230.0,586.0
330.0,348.0
337.0,474.0
353.0,597.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
306.0,127.0
302.0,202.0
262.0,202.0
246.0,276.0
227.0,348.0
351.0,202.0
355.0,288.0
369.0,360.0
300.0,348.0
267.0,348.0
258.0,472.0
230.0,586.0
332.0,351.0
337.0,472.0
353.0,597.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
306.0,127.0
302.0,202.0
262.0,202.0
244.0,276.0
225.0,348.0
351.0,202.0
355.0,286.0
372.0,360.0
300.0,353.0
267.0,348.0
258.0,472.0
230.0,586.0
332.0,355.0
337.0,472.0
353.0,597.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
700.0,700.0
309.0,127.0
302.0,202.0
