frame,x,y,body_part
104.0,428.0,192.0,sx_elbow
104.0,506.0,183.0,sx_hand
105.0,296.3333333333333,194.66666666666666,neck
105.0,254.0,196.33333333333334,dx_shoulder
105.0,191.66666666666666,194.0,dx_elbow
105.0,94.33333333333333,187.33333333333334,dx_hand
105.0,340.0,192.0,sx_shoulder
105.0,424.0,180.33333333333334,sx_elbow
105.0,505.6666666666667,170.66666666666666,sx_hand
106.0,294.0,194.25,neck
106.0,253.0,194.25,dx_shoulder
106.0,179.25,193.25,dx_elbow
106.0,89.75,192.5,dx_hand
106.0,339.5,192.5,sx_shoulder
106.0,420.0,183.75,sx_elbow
106.0,503.75,181.0,sx_hand
107.0,293.4,195.4,neck
107.0,252.6,196.4,dx_shoulder
107.0,177.8,201.2,dx_elbow
107.0,88.6,206.0,dx_hand
107.0,337.8,193.8,sx_shoulder
107.0,420.2,189.0,sx_elbow
107.0,504.6,191.2,sx_hand
108.0,294.0,197.2,neck
108.0,252.0,199.2,dx_shoulder
108.0,169.2,207.8,dx_elbow
108.0,90.8,220.4,dx_hand
108.0,337.6,195.6,sx_shoulder
108.0,417.4,195.2,sx_elbow
108.0,500.8,202.2,sx_hand
109.0,293.6,199.4,neck
109.0,249.2,200.4,dx_shoulder
109.0,180.8,249.4,dx_elbow
109.0,117.0,291.6,dx_hand
109.0,338.4,197.0,sx_shoulder
109.0,404.4,232.0,sx_elbow
109.0,475.8,267.2,sx_hand
110.0,294.25,199.5,neck
110.0,251.75,200.75,dx_shoulder
110.0,184.25,253.25,dx_elbow
110.0,125.75,304.25,dx_hand
110.0,341.25,197.25,sx_shoulder
110.0,404.25,239.5,sx_elbow
110.0,470.5,279.75,sx_hand
111.0,294.0,200.2,neck
111.0,248.8,201.4,dx_shoulder
111.0,194.4,260.4,dx_elbow
111.0,141.8,314.2,dx_hand
111.0,339.0,198.6,sx_shoulder
111.0,395.2,247.4,sx_elbow
111.0,461.0,295.8,sx_hand
112.0,293.75,201.75,neck
112.0,250.0,202.0,dx_shoulder
112.0,201.25,269.5,dx_elbow
112.0,152.25,329.75,dx_hand
112.0,339.75,199.25,sx_shoulder
112.0,393.25,256.0,sx_elbow
112.0,450.5,311.5,sx_hand
113.0,292.8,201.6,neck
113.0,248.2,202.8,dx_shoulder
113.0,204.2,271.8,dx_elbow
113.0,161.6,332.4,dx_hand
113.0,338.0,200.0,sx_shoulder
113.0,387.6,262.4,sx_elbow
113.0,437.2,317.6,sx_hand
114.0,293.8,201.6,neck
114.0,248.8,203.2,dx_shoulder
114.0,212.8,274.2,dx_elbow
114.0,177.0,341.2,dx_hand
114.0,338.2,200.2,sx_shoulder
114.0,381.6,268.0,sx_elbow
114.0,424.0,328.0,sx_hand
115.0,293.8,202.0,neck
115.0,248.4,203.0,dx_shoulder
115.0,218.0,278.2,dx_elbow
115.0,187.8,347.0,dx_hand
115.0,339.4,200.0,sx_shoulder
115.0,374.8,272.2,sx_elbow
115.0,410.0,337.6,sx_hand
116.0,293.6,203.0,neck
116.0,247.6,204.8,dx_shoulder
116.0,221.8,280.6,dx_elbow
116.0,198.4,348.8,dx_hand
116.0,339.0,201.6,sx_shoulder
116.0,371.0,278.0,sx_elbow
116.0,399.0,342.2,sx_hand
117.0,293.6,202.6,neck
117.0,246.6,204.2,dx_shoulder
117.0,229.2,282.0,dx_elbow
117.0,207.4,351.4,dx_hand
117.0,338.8,201.6,sx_shoulder
117.0,362.6,278.8,sx_elbow
117.0,387.2,346.2,sx_hand
118.0,293.6,203.2,neck
118.0,247.0,204.2,dx_shoulder
118.0,233.8,283.6,dx_elbow
118.0,215.6,356.8,dx_hand
118.0,338.4,200.8,sx_shoulder
118.0,359.2,279.8,sx_elbow
118.0,380.0,348.2,sx_hand
119.0,294.5,203.5,neck
119.0,248.5,205.25,dx_shoulder
119.0,238.5,287.25,dx_elbow
119.0,224.0,357.5,dx_hand
119.0,340.5,202.0,sx_shoulder
119.0,357.25,277.0,sx_elbow
119.0,371.5,349.5,sx_hand
120.0,294.25,203.5,neck
120.0,248.5,205.75,dx_shoulder
120.0,239.0,288.0,dx_elbow
120.0,225.25,358.5,dx_hand
120.0,341.0,200.5,sx_shoulder
120.0,356.0,276.25,sx_elbow
120.0,366.0,349.0,sx_hand
121.0,293.5,204.0,neck
121.0,248.0,205.0,dx_shoulder
121.0,240.5,288.5,dx_elbow
121.0,227.0,354.0,dx_hand
121.0,343.0,202.0,sx_shoulder
121.0,354.0,276.0,sx_elbow
121.0,366.5,347.5,sx_hand
122.0,293.3333333333333,203.0,neck
122.0,246.66666666666666,204.0,dx_shoulder
122.0,240.0,286.3333333333333,dx_elbow
122.0,230.66666666666666,354.0,dx_hand
122.0,340.0,200.0,sx_shoulder
122.0,353.6666666666667,275.0,sx_elbow
122.0,363.0,343.0,sx_hand
123.0,295.0,203.0,neck
123.0,248.33333333333334,205.0,dx_shoulder
123.0,240.33333333333334,287.3333333333333,dx_elbow
123.0,232.66666666666666,354.0,dx_hand
123.0,340.6666666666667,200.66666666666666,sx_shoulder
123.0,354.6666666666667,274.6666666666667,sx_elbow
123.0,362.3333333333333,346.3333333333333,sx_hand
124.0,298.0,200.0,neck
124.0,254.0,202.0,dx_shoulder
124.0,243.0,285.0,dx_elbow
124.0,241.0,354.0,dx_hand
124.0,349.0,200.0,sx_shoulder
124.0,356.0,272.0,sx_elbow
124.0,369.0,345.0,sx_hand
