frame,x,y,score,body_part
25,356,272,0.8710267543792725,sx_elbow
25,361,346,0.8664872646331787,sx_hand
26,296,198,0.9252870082855225,neck
26,253,200,0.8929586410522461,dx_shoulder
26,240,278,0.9115869998931885,dx_elbow
26,239,351,0.8886433839797974,dx_hand
26,348,196,0.9267213344573975,sx_shoulder
26,357,275,0.844356894493103,sx_elbow
26,362,348,0.8633125424385071,sx_hand
27,296,200,0.9159743785858154,neck
27,254,202,0.9019895195960999,dx_shoulder
27,241,285,0.886871337890625,dx_elbow
27,238,354,0.8822275400161743,dx_hand
27,347,198,0.9218331575393677,sx_shoulder
27,359,282,0.8063836097717285,sx_elbow
27,364,348,0.8407195806503296,sx_hand
28,296,200,0.910386860370636,neck
28,254,202,0.9049506783485413,dx_shoulder
28,241,285,0.8923924565315247,dx_elbow
28,239,356,0.8682655096054077,dx_hand
28,349,198,0.9164952039718628,sx_shoulder
28,359,282,0.8051278591156006,sx_elbow
28,366,348,0.840352475643158,sx_hand
29,298,200,0.9043341875076294,neck
29,254,202,0.9079537987709045,dx_shoulder
29,241,285,0.8880313634872437,dx_elbow
29,240,354,0.9002050757408142,dx_hand
29,349,198,0.922837495803833,sx_shoulder
29,361,282,0.8025549650192261,sx_elbow
29,369,348,0.8555139899253845,sx_hand
30,298,200,0.8963929414749146,neck
30,254,202,0.9117156267166138,dx_shoulder
30,241,287,0.8777612447738647,dx_elbow
30,239,356,0.8740580081939697,dx_hand
30,349,198,0.9168323874473572,sx_shoulder
30,361,284,0.8084257245063782,sx_elbow
30,367,350,0.8262104392051697,sx_hand
31,298,200,0.9009828567504883,neck
31,254,202,0.9100328087806702,dx_shoulder
31,241,287,0.8831644058227539,dx_elbow
31,240,354,0.9010245203971863,dx_hand
31,349,198,0.9159572720527649,sx_shoulder
31,361,284,0.8135298490524292,sx_elbow
31,369,348,0.8532621264457703,sx_hand
32,298,200,0.8971965909004211,neck
32,254,202,0.9111121296882629,dx_shoulder
32,241,285,0.8788166642189026,dx_elbow
32,240,354,0.9026018381118774,dx_hand
32,349,198,0.9141664505004883,sx_shoulder
32,361,284,0.8033736348152161,sx_elbow
32,369,348,0.8450857996940613,sx_hand
33,296,200,0.9022056460380554,neck
33,254,202,0.9080044627189636,dx_shoulder
33,241,287,0.8797357678413391,dx_elbow
33,240,354,0.8961460590362549,dx_hand
33,349,198,0.9114869236946106,sx_shoulder
33,361,284,0.8141219019889832,sx_elbow
33,367,350,0.8336693048477173,sx_hand
34,296,200,0.9070497155189514,neck
34,254,202,0.903698205947876,dx_shoulder
34,241,285,0.8619379997253418,dx_elbow
34,241,354,0.9248665571212769,dx_hand
34,349,198,0.9193423986434937,sx_shoulder
34,361,282,0.8037387132644653,sx_elbow
34,366,348,0.8479111790657043,sx_hand
35,298,200,0.9050862789154053,neck
35,253,200,0.9046603441238403,dx_shoulder
35,242,283,0.8516077995300293,dx_elbow
35,241,354,0.9249067306518555,dx_hand
35,349,198,0.9234088063240051,sx_shoulder
35,361,279,0.8036857843399048,sx_elbow
35,366,348,0.8515933156013489,sx_hand
36,296,200,0.9242441058158875,neck
36,253,200,0.8965172171592712,dx_shoulder
36,241,285,0.8685568571090698,dx_elbow
36,240,354,0.9049497246742249,dx_hand
36,347,198,0.9251498579978943,sx_shoulder
36,356,282,0.8446226716041565,sx_elbow
36,362,348,0.8518747091293335,sx_hand
37,296,200,0.9352831840515137,neck
37,251,203,0.8829278945922852,dx_shoulder
37,241,285,0.8808362483978271,dx_elbow
37,239,354,0.8888161778450012,dx_hand
37,347,198,0.9210711717605591,sx_shoulder
37,355,284,0.8525076508522034,sx_elbow
37,359,351,0.8354476094245911,sx_hand
38,296,200,0.927147626876831,neck
38,254,202,0.8875644207000732,dx_shoulder
38,241,287,0.8742228746414185,dx_elbow
38,240,354,0.8922353386878967,dx_hand
38,347,198,0.9241625070571899,sx_shoulder
38,355,284,0.8422783613204956,sx_elbow
38,359,351,0.8311418890953064,sx_hand
39,296,200,0.929246723651886,neck
39,254,202,0.893072247505188,dx_shoulder
39,241,285,0.8685308694839478,dx_elbow
39,240,354,0.9017230868339539,dx_hand
39,347,198,0.9230719208717346,sx_shoulder
39,356,284,0.8447380661964417,sx_elbow
39,359,351,0.836022138595581,sx_hand
40,296,200,0.930310070514679,neck
40,254,202,0.8860165476799011,dx_shoulder
40,241,285,0.8728316426277161,dx_elbow
40,240,354,0.8947863578796387,dx_hand
40,347,198,0.918674111366272,sx_shoulder
40,356,284,0.8393667340278625,sx_elbow
40,359,353,0.8313705325126648,sx_hand
41,296,200,0.9366703629493713,neck
41,251,203,0.8810134530067444,dx_shoulder
41,241,285,0.8801628947257996,dx_elbow
41,240,354,0.9024848937988281,dx_hand
41,347,198,0.9188792109489441,sx_shoulder
41,355,287,0.8711808323860168,sx_elbow
41,359,351,0.840050220489502,sx_hand
42,294,198,0.9415007829666138,neck
42,251,200,0.8815704584121704,dx_shoulder
42,240,283,0.891232430934906,dx_elbow
42,240,354,0.9103366136550903,dx_hand
42,347,198,0.9158313274383545,sx_shoulder
42,355,284,0.8607888221740723,sx_elbow
42,359,351,0.8445044755935669,sx_hand
43,296,198,0.9342062473297119,neck
43,253,200,0.8830166459083557,dx_shoulder
43,240,283,0.8748013377189636,dx_elbow
43,240,354,0.9033289551734924,dx_hand
43,347,198,0.9207603931427002,sx_shoulder
43,356,284,0.8498511910438538,sx_elbow
43,359,351,0.8466339111328125,sx_hand
44,296,198,0.9289278388023376,neck
44,253,200,0.8885551691055298,dx_shoulder
44,240,283,0.8839846253395081,dx_elbow
44,241,354,0.9122118353843689,dx_hand
44,349,198,0.9261875152587891,sx_shoulder
44,356,284,0.8504440784454346,sx_elbow
44,359,348,0.8521597385406494,sx_hand
45,296,198,0.9295215606689453,neck
45,253,200,0.8891624808311462,dx_shoulder
45,240,280,0.8949307799339294,dx_elbow
45,240,351,0.9125373959541321,dx_hand
45,347,196,0.9268902540206909,sx_shoulder
45,355,282,0.8451052904129028,sx_elbow
45,362,348,0.857425332069397,sx_hand
46,296,198,0.9242585897445679,neck
46,253,200,0.895295262336731,dx_shoulder
46,240,280,0.894966721534729,dx_elbow
46,239,354,0.9022034406661987,dx_hand
46,347,198,0.9241282343864441,sx_shoulder
46,356,284,0.8490626811981201,sx_elbow
46,360,350,0.8391309976577759,sx_hand
47,294,201,0.9386667609214783,neck
47,251,203,0.8813398480415344,dx_shoulder
47,239,283,0.8915997743606567,dx_elbow
47,238,354,0.8720924854278564,dx_hand
47,347,198,0.9043858051300049,sx_shoulder
47,356,287,0.8576149940490723,sx_elbow
47,362,350,0.8178619146347046,sx_hand
48,294,201,0.925055742263794,neck
48,254,202,0.890414297580719,dx_shoulder
48,241,285,0.888988733291626,dx_elbow
48,228,354,0.8723103404045105,dx_hand
48,346,198,0.8990134000778198,sx_shoulder
48,356,284,0.8369809985160828,sx_elbow
48,369,350,0.8407173752784729,sx_hand
49,296,200,0.9156373143196106,neck
49,254,202,0.9088679552078247,dx_shoulder
49,238,280,0.898064374923706,dx_elbow
49,223,354,0.9197999238967896,dx_hand
49,347,198,0.9159184694290161,sx_shoulder
49,361,277,0.816673219203949,sx_elbow
49,376,347,0.8948782086372375,sx_hand
50,298,200,0.8961532115936279,neck
50,254,202,0.9147960543632507,dx_shoulder
50,234,278,0.8600553274154663,dx_elbow
50,206,348,0.8461186289787292,dx_hand
50,347,198,0.9185596704483032,sx_shoulder
50,370,272,0.9219648838043213,sx_elbow
50,393,342,0.8898149728775024,sx_hand
51,298,200,0.8947368264198303,neck
51,256,202,0.9116787314414978,dx_shoulder
51,222,274,0.8623644113540649,dx_elbow
51,194,337,0.810756266117096,dx_hand
51,347,198,0.9088222980499268,sx_shoulder
51,375,269,0.9022564888000488,sx_elbow
51,412,338,0.8502969741821289,sx_hand
52,300,200,0.8883484601974487,neck
52,256,202,0.9075868129730225,dx_shoulder
52,219,263,0.8787556290626526,dx_elbow
52,175,327,0.7964035868644714,dx_hand
52,349,198,0.9148020148277283,sx_shoulder
52,389,266,0.8888576626777649,sx_elbow
52,429,326,0.8109085559844971,sx_hand
53,298,200,0.8911601901054382,neck
53,256,202,0.9024931192398071,dx_shoulder
53,205,261,0.8746442198753357,dx_elbow
53,151,318,0.8335399627685547,dx_hand
53,349,198,0.9152706265449524,sx_shoulder
53,393,253,0.8771448135375977,sx_elbow
53,450,311,0.8374824523925781,sx_hand
54,300,200,0.892861008644104,neck
54,256,202,0.8971236944198608,dx_shoulder
54,194,250,0.809841513633728,dx_elbow
54,128,297,0.8108810186386108,dx_hand
54,349,198,0.9171492457389832,sx_shoulder
54,405,242,0.7794544100761414,sx_elbow
54,468,286,0.6615009903907776,sx_hand
55,303,198,0.8895618915557861,neck
55,256,200,0.8784090280532837,dx_shoulder
55,187,238,0.8287725448608398,dx_elbow
55,118,270,0.7849330306053162,dx_hand
55,349,198,0.9094460606575012,sx_shoulder
55,409,230,0.8081597089767456,sx_elbow
55,485,262,0.8353549242019653,sx_hand
56,303,198,0.8796156048774719,neck
56,256,200,0.8609555959701538,dx_shoulder
56,181,221,0.8909015655517578,dx_elbow
56,110,246,0.7991732358932495,dx_hand
56,348,196,0.8936190009117126,sx_shoulder
56,410,213,0.8475229144096375,sx_elbow
56,498,233,0.7830230593681335,sx_hand
57,305,198,0.8734014630317688,neck
57,256,200,0.8349618315696716,dx_shoulder
57,180,206,0.8527542352676392,dx_elbow
57,104,223,0.8286789655685425,dx_hand
57,348,196,0.8758841753005981,sx_shoulder
57,421,203,0.7816628217697144,sx_elbow
57,502,209,0.8105213642120361,sx_hand
58,307,195,0.8773211240768433,neck
58,258,195,0.7994658946990967,dx_shoulder
58,172,199,0.7574871182441711,dx_elbow
58,98,202,0.7807527780532837,dx_hand
58,350,193,0.826379656791687,sx_shoulder
58,426,194,0.8702000975608826,sx_elbow
58,513,190,0.7551678419113159,sx_hand
59,307,193,0.8507463932037354,neck
59,256,193,0.8010357618331909,dx_shoulder
59,173,187,0.8696519732475281,dx_elbow
59,100,188,0.8460032343864441,dx_hand
59,351,191,0.8018293380737305,sx_shoulder
59,433,189,0.7713416814804077,sx_elbow
59,505,171,0.8144828677177429,sx_hand
60,307,188,0.8382877707481384,neck
60,255,188,0.7930528521537781,dx_shoulder
60,173,184,0.8313378095626831,dx_elbow
60,99,171,0.8553891181945801,dx_hand
60,349,186,0.7825114130973816,sx_shoulder
60,432,177,0.819115400314331,sx_elbow
60,505,169,0.8433744311332703,sx_hand
61,307,188,0.8473281860351562,neck
61,258,188,0.7977346777915955,dx_shoulder
61,174,182,0.8219183683395386,dx_elbow
61,101,169,0.8898783922195435,dx_hand
61,349,186,0.7935458421707153,sx_shoulder
61,430,177,0.8095297813415527,sx_elbow
61,503,169,0.8428201675415039,sx_hand
62,307,188,0.8520641922950745,neck
62,258,188,0.7954339385032654,dx_shoulder
62,173,182,0.8081786036491394,dx_elbow
62,99,169,0.8779430389404297,dx_hand
62,349,186,0.7938476800918579,sx_shoulder
62,427,178,0.8185068368911743,sx_elbow
62,503,169,0.8722410202026367,sx_hand
63,307,188,0.8554725050926208,neck
63,258,188,0.7954796552658081,dx_shoulder
63,177,184,0.8507301807403564,dx_elbow
63,102,171,0.8712854385375977,dx_hand
63,350,186,0.7878755331039429,sx_shoulder
63,427,178,0.8090320825576782,sx_elbow
63,503,169,0.8749973773956299,sx_hand
64,310,195,0.8982442617416382,neck
64,258,195,0.7929079532623291,dx_shoulder
64,177,187,0.8780732750892639,dx_elbow
64,102,183,0.8084020614624023,dx_hand
64,352,193,0.7893925905227661,sx_shoulder
64,430,187,0.7638376355171204,sx_elbow
64,503,172,0.8497077822685242,sx_hand
65,310,195,0.9094773530960083,neck
65,260,195,0.7926011085510254,dx_shoulder
65,176,187,0.8707390427589417,dx_elbow
65,102,188,0.8641252517700195,dx_hand
65,352,193,0.7986893653869629,sx_shoulder
65,430,192,0.7650619149208069,sx_elbow
65,503,176,0.7758749127388,sx_hand
66,310,195,0.9075066447257996,neck
66,258,195,0.7904706001281738,dx_shoulder
66,175,189,0.8455347418785095,dx_elbow
66,102,188,0.8567987680435181,dx_hand
66,352,195,0.8182724714279175,sx_shoulder
66,428,192,0.8021069765090942,sx_elbow
66,504,188,0.8104647994041443,sx_hand
67,310,195,0.9027518033981323,neck
67,258,195,0.7820731997489929,dx_shoulder
67,175,189,0.845154881477356,dx_elbow
67,102,190,0.856838583946228,dx_hand
67,352,193,0.8177888989448547,sx_shoulder
67,425,192,0.8544477820396423,sx_elbow
67,504,188,0.850823163986206,sx_hand
68,310,195,0.9007296562194824,neck
68,260,195,0.779975175857544,dx_shoulder
68,177,189,0.8382226824760437,dx_elbow
68,105,190,0.8663235902786255,dx_hand
68,352,193,0.8199253082275391,sx_shoulder
68,428,194,0.8529159426689148,sx_elbow
68,504,191,0.8521620631217957,sx_hand
69,310,195,0.9031949043273926,neck
69,260,195,0.7762167453765869,dx_shoulder
69,179,189,0.8036603331565857,dx_elbow
69,105,188,0.89150071144104,dx_hand
69,352,193,0.8176243305206299,sx_shoulder
69,428,192,0.8243110775947571,sx_elbow
69,501,189,0.852269172668457,sx_hand
70,310,195,0.9093729257583618,neck
70,260,195,0.7822197079658508,dx_shoulder
70,182,187,0.7839271426200867,dx_elbow
70,105,185,0.8362945914268494,dx_hand
70,352,195,0.8162021636962891,sx_shoulder
70,425,192,0.7620687484741211,sx_elbow
70,503,186,0.7916647791862488,sx_hand
71,310,193,0.8918586373329163,neck
71,263,192,0.7705870270729065,dx_shoulder
71,196,186,0.7140329480171204,dx_elbow
71,106,171,0.8501960635185242,dx_hand
71,352,193,0.7840670347213745,sx_shoulder
71,432,182,0.7445542812347412,sx_elbow
71,517,171,0.8518478870391846,sx_hand
72,310,188,0.8729203343391418,neck
72,263,188,0.769699215888977,dx_shoulder
72,181,174,0.6895288825035095,dx_elbow
72,111,161,0.7687208652496338,dx_hand
72,350,186,0.7838460206985474,sx_shoulder
72,425,178,0.8475468754768372,sx_elbow
72,503,167,0.8365191221237183,sx_hand
73,309,185,0.8720501065254211,neck
73,260,185,0.7758945226669312,dx_shoulder
73,177,167,0.7773261070251465,dx_elbow
73,110,150,0.8157507181167603,dx_hand
73,350,183,0.7972893118858337,sx_shoulder
73,432,172,0.8191157579421997,sx_elbow
73,502,150,0.8968297243118286,sx_hand
74,307,183,0.8695489168167114,neck
74,258,183,0.8099306225776672,dx_shoulder
74,178,158,0.7724854946136475,dx_elbow
74,115,133,0.8424550294876099,dx_hand
74,349,181,0.8272215127944946,sx_shoulder
74,419,163,0.7085186243057251,sx_elbow
74,496,135,0.8836216926574707,sx_hand
75,307,186,0.859233021736145,neck
75,258,188,0.7886624336242676,dx_shoulder
75,190,151,0.7043871879577637,dx_elbow
75,119,116,0.8269287347793579,dx_hand
75,350,183,0.8025422692298889,sx_shoulder
75,424,154,0.8068788051605225,sx_elbow
75,495,115,0.904752254486084,sx_hand
76,309,183,0.8915593028068542,neck
76,258,185,0.814834475517273,dx_shoulder
76,199,148,0.694646418094635,dx_elbow
76,134,110,0.8358854055404663,dx_hand
76,351,181,0.8015393614768982,sx_shoulder
76,428,138,0.8527271151542664,sx_elbow
76,487,99,0.8350454568862915,sx_hand
77,307,183,0.8698407411575317,neck
77,260,185,0.7872107028961182,dx_shoulder
77,194,137,0.7189130783081055,dx_elbow
77,138,95,0.8860120177268982,dx_hand
77,349,181,0.8303180932998657,sx_shoulder
77,420,136,0.864884614944458,sx_elbow
77,477,87,0.8615270853042603,sx_hand
78,307,183,0.8696085810661316,neck
78,262,185,0.7900156378746033,dx_shoulder
78,196,127,0.799943208694458,dx_elbow
78,139,78,0.8464210629463196,dx_hand
78,349,181,0.8415769934654236,sx_shoulder
78,417,119,0.8549836277961731,sx_elbow
78,467,74,0.8384070992469788,sx_hand
79,309,183,0.8943055868148804,neck
79,267,185,0.7960038185119629,dx_shoulder
79,210,126,0.7844053506851196,dx_elbow
79,156,72,0.888396143913269,dx_hand
79,349,179,0.8570144176483154,sx_shoulder
79,405,117,0.8807888627052307,sx_elbow
79,455,58,0.8931797742843628,sx_hand
80,307,183,0.8772051930427551,neck
80,267,185,0.7946301102638245,dx_shoulder
80,213,124,0.833379328250885,dx_elbow
80,167,57,0.8039001822471619,dx_hand
80,348,179,0.8426256775856018,sx_shoulder
80,401,108,0.862293004989624,sx_elbow
80,438,44,0.8811399340629578,sx_hand
81,307,183,0.8630788922309875,neck
81,267,187,0.7944320440292358,dx_shoulder
81,217,121,0.7981425523757935,dx_elbow
81,176,52,0.8448392152786255,dx_hand
81,348,179,0.8126307725906372,sx_shoulder
81,391,103,0.826909065246582,sx_elbow
81,426,40,0.8382231593132019,sx_hand
82,307,183,0.8552610874176025,neck
82,265,185,0.7955260872840881,dx_shoulder
82,228,111,0.8321359157562256,dx_elbow
82,192,44,0.8298638463020325,dx_hand
82,348,181,0.7911783456802368,sx_shoulder
82,384,101,0.9015257358551025,sx_elbow
82,411,29,0.8062950968742371,sx_hand
83,307,190,0.8190913796424866,neck
83,265,197,0.799902081489563,dx_shoulder
83,232,108,0.9041571021080017,dx_elbow
83,206,38,0.8202322721481323,dx_hand
83,347,184,0.7782427668571472,sx_shoulder
83,379,101,0.8580994606018066,sx_elbow
83,395,25,0.8543025255203247,sx_hand
84,308,198,0.8673715591430664,neck
84,266,199,0.8133655786514282,dx_shoulder
84,239,106,0.8671727180480957,dx_elbow
84,213,32,0.8277289867401123,dx_hand
84,347,196,0.8197399377822876,sx_shoulder
84,367,100,0.8666009902954102,sx_elbow
84,380,24,0.8808274269104004,sx_hand
85,307,193,0.8334587812423706,neck
85,263,192,0.7741385698318481,dx_shoulder
85,249,105,0.892930805683136,dx_elbow
85,229,29,0.8441358804702759,dx_hand
85,348,193,0.7920065522193909,sx_shoulder
85,364,95,0.8817760944366455,sx_elbow
85,371,25,0.8172689080238342,sx_hand
86,310,197,0.8743163347244263,neck
86,265,197,0.8017072081565857,dx_shoulder
86,251,105,0.9007688164710999,dx_elbow
86,245,28,0.7967259883880615,dx_hand
86,348,196,0.8329683542251587,sx_shoulder
86,352,98,0.8127181529998779,sx_elbow
86,359,23,0.817049503326416,sx_hand
87,308,198,0.8514140844345093,neck
87,266,199,0.803118109703064,dx_shoulder
87,254,102,0.8007946014404297,dx_elbow
87,247,9,0.5610290765762329,dx_hand
87,347,196,0.8198603391647339,sx_shoulder
87,346,93,0.8464217782020569,sx_elbow
87,343,21,0.7860458493232727,sx_hand
88,307,195,0.8500123023986816,neck
88,265,197,0.7988241314888,dx_shoulder
88,263,102,0.7156734466552734,dx_elbow
88,265,27,0.6792727708816528,dx_hand
88,348,193,0.8143400549888611,sx_shoulder
88,345,90,0.8766282200813293,sx_elbow
88,339,24,0.861625075340271,sx_hand
89,310,197,0.8913192749023438,neck
89,268,199,0.8327714204788208,dx_shoulder
89,268,102,0.8586907386779785,dx_elbow
89,269,22,0.7649157047271729,dx_hand
89,350,196,0.8396494388580322,sx_shoulder
89,344,93,0.8599502444267273,sx_elbow
89,331,24,0.7989683151245117,sx_hand
90,310,197,0.8900737166404724,neck
90,268,199,0.8360335826873779,dx_shoulder
90,268,102,0.8558347225189209,dx_elbow
90,280,24,0.74260413646698,dx_hand
90,350,196,0.837028443813324,sx_shoulder
90,344,93,0.8116910457611084,sx_elbow
90,324,27,0.8128249645233154,sx_hand
91,310,197,0.8909909129142761,neck
91,268,199,0.8278248906135559,dx_shoulder
91,268,102,0.8655877709388733,dx_elbow
91,284,29,0.8413753509521484,dx_hand
91,348,196,0.8280163407325745,sx_shoulder
91,344,91,0.8494275808334351,sx_elbow
91,321,27,0.8335453271865845,sx_hand
92,310,197,0.9095944166183472,neck
92,270,199,0.8485592603683472,dx_shoulder
92,270,99,0.8483278751373291,dx_elbow
92,287,19,0.7893099784851074,dx_hand
92,350,196,0.8553557395935059,sx_shoulder
92,343,96,0.8523319959640503,sx_elbow
92,321,27,0.8876763582229614,sx_hand
93,310,197,0.9036788940429688,neck
93,270,199,0.8432843685150146,dx_shoulder
93,270,99,0.8563514351844788,dx_elbow
93,288,29,0.8433195352554321,dx_hand
