frame,medium_dist
69,8.921654238114307e-05
69,0.2092762923860867
69,0.012012531336788368
70,0.2504016180518455
70,0.002711606699345633
70,0.18833455566525914
70,0.0049462073890850595
71,0.33808586996441925
71,0.003946163069638742
71,0.25622004231845436
71,0.010141259442920048
72,0.38813542095629205
72,0.010782277980389998
72,0.28618003258306374
72,0.008694210059141505
73,0.38653382678838283
73,0.004624294211529693
73,0.30526997025760794
73,0.00925115356008932
74,0.48916811568949
74,0.0004097027615569959
74,0.4066290968172146
74,0.012710621190757498
75,0.5079554561534414
75,0.0033361955441046365
75,0.47864123059925034
75,0.02082163456035957
76,0.5236855649634
76,0.0009067817483503493
76,0.494546385352491
76,0.006497561761402315
77,0.5479659750872603
77,0.0008545790122945762
77,0.5478231098502717
77,0.011233508293879072
78,0.6198142608839368
78,0.010426946918324076
78,0.6563884374461699
78,0.01875712504828536
79,0.7278764275761268
79,0.0030358858325496563
79,0.7111841240902064
79,0.012171008223081536
80,0.8934668763657347
80,0.0005377614285676513
80,0.9926291928606971
80,0.005870409637062646
81,0.933480989476226
81,0.0056707480348475725
81,1.0343145436098402
81,0.002497460513695371
82,0.7755645983749632
82,0.008732342810454818
82,0.7904502550862956
82,0.03258604558935335
83,0.9629883394901197
83,0.028909306499862897
83,1.0060361073392645
83,0.0721844364117421
84,0.9666851697673615
84,0.05119846390711913
84,1.1122566512400185
84,0.045379081278104416
85,1.0390506504632515
85,0.0578973682822852
85,1.132163720091018
85,0.05131670194948623
86,0.9697108733592309
86,0.10397238229626171
86,1.0665190105237738
86,0.05131670194948623
87,0.9687652476222788
87,0.13601364724649057
87,1.0623782861551805
87,0.09093517710571575
88,1.0
88,0.11341515383454537
88,1.0665190105237738
88,0.08292994374676499
89,0.9697108733592309
89,0.14474057822725006
89,1.0623782861551805
89,0.08292994374676499
90,0.8966306311266871
90,0.13652114977241303
90,1.0665190105237738
90,0.08292994374676499
91,0.9677587059890419
91,0.14575431709856213
91,1.0665190105237738
91,0.06367082243095545
92,0.9677587059890419
92,0.13652114977241303
92,1.0665190105237738
92,0.06875722029424658
93,0.9677587059890419
93,0.13652114977241303
93,1.0
93,0.06367082243095545
94,0.7957341801543797
94,0.0728545694655971
94,0.841886116991581
94,0.034972434584674916
95,0.8262687408027204
95,0.07441660453414112
95,0.8529570755812385
95,0.03477616395743871
96,0.7686253103144761
96,0.05649561809845246
96,0.8363987061049212
96,0.0287295779078031
97,0.7821288888382947
97,0.05413419845472367
97,0.9023577222641226
97,0.024539714240561856
98,0.701574674844102
98,0.0612802886266001
98,0.8426523913869239
98,0.025442856849630806
99,0.9687652476222788
99,0.12829587445929336
99,1.0665190105237738
99,0.05131670194948623
100,0.9677587059890419
100,0.13652114977241303
100,1.0665190105237738
100,0.05131670194948623
101,0.8911970477132274
101,0.1204565538890795
101,1.0665190105237738
101,0.040000000000000036
102,0.9687652476222788
102,0.12829587445929336
102,1.0665190105237738
102,0.04332611957114152
103,0.9687652476222788
103,0.12829587445929336
103,1.035320981976059
103,0.08059351933471537
104,0.935617722002035
104,0.15319648669540342
104,1.0343145436098402
104,0.07547828065808537
105,0.935617722002035
105,0.10360059095140972
105,1.0343145436098402
105,0.0665861636920434
106,0.776301349650801
106,0.04890732392034286
106,0.8694517968348033
106,0.039239387781981994
107,0.9004962809790011
107,0.08749067548504863
107,1.0320935508496323
107,0.017455632403862387
108,0.7048198537347083
108,0.03317359776198442
108,0.8701631240836881
108,0.0069596813713047045
109,0.8585786437626906
109,0.01621717039045434
109,1.0
109,0.005508564384025139
110,0.863362602862969
110,0.009378870756525104
110,0.9294690189396171
110,0.023202325384083733
111,0.8356010126946427
111,0.0
111,0.7727703843935816
111,0.026158790258206666
112,0.7653594668961032
112,0.006885791919680306
112,0.7898469576263496
112,0.028966970979915962
113,0.6255043633691372
113,0.011643074021831882
113,0.6787847407146526
113,0.012680294517882626
114,0.5624465718589547
114,0.0043315993434603905
114,0.61833096529249
114,0.006378558361500919
115,0.5203451904887011
115,0.003306848086081208
115,0.49893089040382765
115,0.022947603392625287
116,0.50960652648717
116,0.00043607670646195196
116,0.4988518501612663
116,0.027779477124288576
117,0.5006715672438998
117,0.0003706794910421918
117,0.3978488607720688
117,0.009418867294028244
118,0.4036602405681043
118,0.002725548547751422
118,0.34697278245192303
118,0.014782313070915895
119,0.3881571153516717
119,0.0024676588254425313
119,0.30545360028251584
119,0.007799455473146273
120,0.35618552901514056
120,0.0019387634103893436
120,0.3044565468124895
120,0.003396199279911416
121,0.331400701488037
121,0.00024526509350242254
121,0.23094356790525206
121,0.007952525695823942
122,0.2788125481213108
122,0.0017628060993006105
122,0.1872960440013838
122,0.00462457800847312
123,0.25477305694790825
123,0.008500600177791492
123,0.18482122963381162
123,0.0009362638672726723
124,0.18250029206787477
124,0.04297731012748366
124,0.13942978899599354
124,0.002103720528427222
125,0.11621208365293811
125,0.0007669362240958488
125,0.05954668753934522
125,0.0068148503130908145
126,0.11018704698074606
126,0.001535406366507619
126,0.07092872671152269
126,0.015867578651728054
127,0.05557841164471444
127,0.0005229978137057389
127,0.04984670051534834
127,0.0015706496968749817
128,0.04673177264931505
128,0.004089109288700821
128,0.015265816956352707
128,0.009545054517293816
129,0.003292036980987567
129,2.1236998769769144e-05
129,0.0005676264214408144
129,0.0026662764084343094
130,0.030320647108767695
130,0.005755585158996694
130,0.013878949714931088
130,0.0011950858745696975
131,0.012660077657135782
131,0.009072737949824994
131,0.0
131,0.002481404895005479
132,0.002264723591663742
132,0.002264723591663742
132,0.0
132,0.0
133,0.0029197890929684722
133,0.002483881862930193
133,0.0012776518896109312
133,0.0006009414542613722
134,0.0003794559936148856
134,6.383187959535519e-06
134,0.0005676264214409255
134,0.0005676264214409255
135,0.0003455610809027787
135,2.676694062175855e-06
135,0.0005312398922854289
135,0.0005312398922855399
136,0.0003794559936148856
136,1.305145146490716e-05
136,0.0005676264214408144
136,0.0005676264214409255
137,0.0005023579911844767
137,0.0008777733353206862
137,0.0005676264214409255
137,0.0005676264214409255
138,0.0003455610809027787
138,0.006780833711481304
138,0.0005676264214409255
138,0.0005676264214409255
139,0.0026026649106579702
139,0.0028047959896381203
139,0.007663441244965097
139,0.0021198940341816686
140,0.0008757006763003838
140,0.0026224301772418412
140,0.0021198940341816686
140,0.0021198940341816686
141,2.6178024181477966e-05
141,0.006429258535030513
141,0.0005312398922854289
141,0.0005312398922855399
142,2.6178024181477966e-05
142,0.011082111978754194
142,0.0005312398922854289
142,2.619799501779596e-07
143,0.019690301809329458
143,0.004113573113159574
143,0.010870307319708394
143,0.0041901960164925645
144,0.00481064132934611
144,0.0035306910911295786
144,0.0013437602278112415
144,0.0010655816544455354
145,0.007436357505900992
145,0.0050834918384394245
145,0.011664634390656514
145,0.011664634390656514
146,0.008160200482429547
146,0.004165381409827196
146,0.013628840429646405
146,0.01336335147347878
147,0.011609924197399035
147,0.005053643040017319
147,0.010206406916472843
147,0.006697364626202518
148,0.008947303202486712
148,0.0016791063505269266
148,0.004483836970043398
148,0.002009676274781047
149,0.00618120329396743
149,0.001319224259901756
149,0.0026097398394353544
149,0.0035128516599358304
150,0.0021198940341816686
150,0.0005404419908333624
150,0.0016858301208827475
150,0.0016858301208826365
151,0.004160908083547336
151,0.0006370601980064672
151,0.002721044155004219
151,0.0009167666180034395
152,0.0004067341176277421
152,0.007085957085217272
152,0.008087098640150706
152,0.005523925296549363
153,0.0008082997212597679
153,0.00020105964931778816
153,0.007606720722273197
153,0.0003661520863595946
154,0.0013119809848084474
154,0.005565066250153405
154,0.03474630614664417
154,0.011853376864834378
155,0.02157034305581747
155,0.005027725631584823
155,0.0388488769511823
155,0.0074726898946295695
156,0.029605945811248053
156,0.0020870903980537703
156,0.07545192218854228
156,0.011805567089684757
157,0.0692128850891464
157,0.0025042904260635934
157,0.1378094073751999
157,0.009520718073771417
158,0.09179269517228383
158,0.00695099499242909
158,0.17770387383676092
158,0.008298125047366675
159,0.12382201122751063
159,0.000228440733978319
159,0.22043557582949153
159,0.0035743421204820214
160,0.17728848223752416
160,0.0005538209131562555
160,0.26633673144591824
160,0.0088801599093384
161,0.2314753731711664
161,0.000381503646906034
161,0.2772861817164765
161,0.003592763186253123
162,0.27502309010910436
162,0.00769584289638553
162,0.37008919345652136
162,0.001815370467134314
163,0.30301322186248464
163,0.0014837676580381487
163,0.38565657501246253
163,0.0025074363840369798
164,0.40604513161983524
164,0.001633667673480943
164,0.4665026782920867
164,0.00236128509112891
165,0.45585962534293767
165,0.0017553507326696731
165,0.5576267295755266
165,0.0059450519047712
166,0.5150556660004327
166,0.0013590117198681306
166,0.6709821430500017
166,0.005079816572866991
167,0.5514885175522743
167,0.0003649796232928493
167,0.663827653154078
167,0.013003756353729412
168,0.6246800121760638
168,0.0010590007646158472
168,0.7318016750244323
168,0.0037529771537792023
169,0.6647931716431703
169,0.0025195646920229318
169,0.7275077132304352
169,0.00247535269912084
170,0.7270309702022555
170,0.0006390168902739765
170,0.8247404871811214
170,0.0059396115948623
171,0.8172407525151343
171,0.0031259756979874487
171,0.8597736018247205
171,0.0007011332448434068
172,0.8066060607963991
172,0.00241043767745186
172,0.9182077201113946
172,0.00397342293559307
173,0.8613696392543987
173,0.015214046004915993
173,0.9479697306555912
173,0.0015094499050958832
174,0.833335305108364
174,0.00974280120782615
174,0.964345490696608
174,0.003402979240321291
175,0.8337611856223252
175,0.007671660118636736
175,0.9443855421905295
175,0.001903798978781827
176,0.8208461262905145
176,0.009218488440116227
176,0.944900648437716
176,0.004967685030332329
177,0.7931938506767349
177,0.008759655985883278
177,0.922929563360951
177,0.005487371144329178
178,0.8062585370517015
178,0.008856348829469804
178,0.922929563360951
178,0.0016829295807423799
179,0.8381078206800664
179,0.011753030219055124
179,0.922929563360951
179,0.0006325346153344494
180,0.803883864861816
180,0.0022902978823235998
180,0.9056854522795843
180,0.0006371456524504326
