frame,medium_dist
0,0.8802721340003463
0,0.0015411471461087012
0,0.8743036331707825
0,0.017339018242263027
1,0.8674753296102671
1,0.0009632526860865465
1,0.8622110289495293
1,0.008662938638825113
2,0.8895684739251535
2,0.0023931073839145167
2,0.8300930834923538
2,0.022850287390757784
3,0.8406320499003508
3,0.0019190522091568907
3,0.8603878742972235
3,0.013081695907760427
4,0.9091825373153968
4,0.0015106665397248698
4,0.8489379423726984
4,0.01873066976506993
5,0.846325963329936
5,0.0010103169742866625
5,0.8495511387969876
5,0.018444874381943088
6,0.8479428157460589
6,0.0003700106504724854
6,0.8111526063498755
6,0.027123418191589477
7,0.8546165941173561
7,0.002110273969967602
7,0.8582037673628553
7,0.01809245553180594
8,0.8585786437626906
8,0.0002703068031540967
8,0.8356010126946427
8,0.03155615832984904
9,0.8971008489144947
9,0.002387090871516895
9,0.863362602862969
9,0.016249009496635103
10,0.867836279908982
10,4.0583839108210285e-06
10,0.867836279908982
10,0.015448486640441073
11,0.8971008489144947
11,0.002387090871516895
11,0.8356010126946427
11,0.0325409773188714
12,0.863362602862969
12,0.0006168067561770352
12,0.8300930834923538
12,0.04479296596885218
13,0.929924756015049
13,0.0007855334823494431
13,0.8300930834923538
13,0.04479296596885218
14,0.867836279908982
14,4.428825453373086e-06
14,0.8300930834923538
14,0.03296360564225553
15,0.863362602862969
15,0.0006168067561770352
15,0.863362602862969
15,0.015925956139620334
16,0.8971008489144947
16,0.01328278634225366
16,0.8971008489144947
16,0.005308206173448848
17,0.862169920753632
17,0.016840623093129947
17,0.8824871874200638
17,0.005015723343983813
18,0.877743260229585
18,0.0009416932175970357
18,0.8865254294910061
18,0.00541193892710116
19,0.7874653695196735
19,0.0006236476821154987
19,0.8486802289260016
19,0.0036650051503737124
20,0.7516436720706459
20,0.002076821165315527
20,0.8164358206676513
20,0.004817929410316261
21,0.6744751493187787
21,0.004893268815543676
21,0.7572933772703804
21,0.00541740388329585
22,0.5949048167440625
22,0.0027247843360035753
22,0.6671611219601313
22,0.01201260479902059
23,0.5240896295302155
23,0.0019856922231410445
23,0.5402587068569181
23,0.0026216353996488064
24,0.4442737378458479
24,0.004644295167406942
24,0.4914340309633734
24,0.008325793858398859
25,0.30801176942947944
25,0.001236487166492643
25,0.3642681762449225
25,0.00026447232170793516
26,0.22649824906410762
26,0.0023995549905798663
26,0.26653960802768206
26,0.001760512949477988
27,0.0760150433349464
27,0.003080385619223932
27,0.12079369357271026
27,0.015151865000428125
28,0.022964557012535042
28,0.010248641063184313
28,0.03391861351520142
28,0.0025168703415993088
29,0.01843686611285511
29,0.01109088646580747
29,0.017921573612266945
29,0.0038698978988681576
30,0.003236407442638478
30,0.009148141821675781
30,0.008582533214756327
30,3.8742838134875335e-06
31,0.0032709518853242248
31,0.0032709518853241137
31,0.0032709518853241137
31,0.001021571419050793
32,0.005989362921979269
32,0.002470481564570637
32,0.0007581182911733375
32,0.0007581182911732265
33,0.0022676365542350085
33,0.011196157680856245
33,0.0007581182911733375
33,0.002784305799264253
34,8.114248674007118e-05
34,0.011877951013380239
34,0.0006551332764647699
34,0.0015976388052834634
35,8.114248674007118e-05
35,0.011645948974589648
35,0.0006551332764647699
35,0.0015976388052834634
36,0.0008759024245927893
36,0.00845587198245068
36,0.0025118777231433187
36,0.0006628723563070205
37,0.0010525414093094931
37,0.013413745008493794
37,0.00028381321072046273
37,0.00028381321072046273
38,0.0010355939529534397
38,0.007491782122498014
38,0.00026561994614271445
38,0.00026561994614282547
39,0.0017256268250041007
39,0.004201147629558921
39,0.0007581182911733375
39,0.0032451275956013603
40,0.0010355939529534397
40,0.005337253764632066
40,0.00037905914558666876
40,0.0019195641210069114
41,0.0011634387553631775
41,0.004074798112810085
41,0.00037905914558666876
41,0.0016225637978006802
42,0.0009313467514430185
42,0.015176553166638795
42,0.0007053471113078191
42,0.0015599900868477623
43,0.0017256268250041007
43,0.007386482102472058
43,0.0008207561457584944
43,0.003238137592514123
44,0.0019474215171114695
44,0.007386482102472058
44,0.0007581182911733375
44,0.0031125695618846594
45,0.0019474215171114695
45,0.007898553784001838
45,0.0007023842908193689
45,0.0007023842908193689
46,0.0019474215171114695
46,0.007898553784001838
46,0.0007023842908193689
46,0.0007023842908193689
47,0.0019474215171114695
47,0.007898553784001838
47,0.0007023842908193689
47,0.0007023842908193689
48,0.0011464912990070686
48,0.002609623689177054
48,0.00035119214540968446
48,0.00035119214540962895
49,0.0019474215171113585
49,0.004201147629559032
49,0.0007023842908193689
49,0.0007023842908192579
50,0.0019474215171114695
50,0.004504527406048009
50,0.0007023842908193689
50,0.0007023842908192579
51,0.005132543797430333
51,0.01353417820438263
51,0.0007581182911732265
51,0.0007581182911732265
52,0.0028441824919888115
52,0.007259912280424219
52,0.000662872356307076
52,0.0014657517877345594
53,0.00035119214540968446
53,0.005102511575613533
53,0.00037905914558661324
53,0.0015562847809423297
54,0.005293353174696369
54,0.019947346002739508
54,0.0
54,0.0
55,0.0019474215171114695
55,0.011883531045117635
55,0.0
55,0.0007388253686856361
56,0.00046796773824719917
56,0.005443686292975425
56,0.0015396467945876235
56,0.004504527406047898
57,0.0012352407822853184
57,0.0056577348102866964
57,0.0009737107585557903
57,0.004899101924892069
58,0.0022036131368459166
58,0.009643764543668406
58,0.001761156341505458
58,0.00013148082487538884
59,0.001985031162463846
59,0.008125479997162954
59,0.0012594230600268541
59,0.00011313497146747675
60,0.009401232730899878
60,0.00813179605996206
60,0.0019371359801888162
60,0.01288157921805074
61,0.019478945298012085
61,0.0023451121226391405
61,0.005199090546803564
61,0.011683659265206425
62,0.028066886432175697
62,0.018466169887766243
62,0.018196381939165507
62,0.00538520272107416
63,0.03952637846288276
63,0.0034672483543198296
63,0.038771120329542885
63,0.0006927065341026939
64,0.0669638988446335
64,0.002591096364743195
64,0.04128625124943652
64,0.008400380504462087
65,0.05066043442510343
65,0.005928362136086718
65,0.06510629433908494
65,0.0069479140021085906
66,0.10034333716969035
66,0.0056961527476311336
66,0.1366280558733951
66,0.00019340596056305337
67,0.12450446868353086
67,0.004223176099753941
67,0.12727763831344951
67,0.0012990904598554713
68,0.1601533984967329
68,0.0019154805380388422
68,0.1482903454638297
68,0.0022336354019889906
69,0.24591840411369414
