frame,variance
0,0.038262635107019216
0,6.659389881480404e-06
0,0.09123409098943869
0,0.01733112394514691
1,0.014023990699729483
1,0.000896241049021751
1,0.04430028913183681
1,0.00805505637671472
2,0.0
2,0.0
2,0.0
2,0.0
3,0.03674818503853483
3,0.0003712456731667091
3,0.04247713447953094
3,0.012473813645650034
4,0.03640628633168563
4,0.00030596903871282777
4,0.0737974490714568
4,0.018093524112619386
5,0.03517335698006052
5,0.0008063186041510351
5,0.07441064549574605
5,0.017850873735530626
6,0.0
6,0.0
6,0.0
6,0.0
7,0.008746008745612821
7,0.0020831625164036693
7,0.03399440584651281
7,0.015479037722596067
8,0.0
8,0.0
8,0.0
8,0.0
9,0.0
9,0.0
9,0.0
9,0.0
10,0.0
10,0.0
10,0.0
10,0.0
11,0.0
11,0.0
11,0.0
11,0.0
12,0.0
12,0.0
12,0.0
12,0.0
13,0.0
13,0.0
13,0.0
13,0.0
14,0.0
14,0.0
14,0.0
14,0.0
15,0.0
15,0.0
15,0.0
15,0.0
16,0.0
16,0.0
16,0.0
16,0.0
17,0.03832636022536928
17,0.0029976654092473964
17,0.01912458455709487
17,0.004363147412541291
18,0.041336412222179875
18,0.0013007843071770977
18,0.05643234599865232
18,0.009127945328550952
19,0.04046416268868558
19,0.0009866074606379818
19,0.05820931765687509
19,0.004937665352183096
20,0.09778948879921501
20,0.003770023467726998
20,0.11146316715721549
20,0.00523257692851727
21,0.06547189484387561
21,0.002722038851013779
21,0.13490479593898763
21,0.003947912418145146
22,0.04595778076725243
22,0.00521636372120334
22,0.12668206315269448
22,0.01806904911861059
23,0.044036576425960816
23,0.0038048471458870248
23,0.10662391665686854
23,0.0032027706474575166
24,0.05821414414381887
24,0.004679255884281752
24,0.06264770465380493
24,0.013618026691864923
25,0.03396445333530601
25,0.0007705972367953635
25,0.04658642660493367
25,0.0003624642483455916
26,0.0606125136195351
26,0.0038635879949036056
26,0.05250943148778331
26,0.0017656163911338174
27,0.07752420379403098
27,0.003132346002036638
27,0.09540638823490495
27,0.006799371315713213
28,0.0423393181672647
28,0.01031618794473336
28,0.05924672527403174
28,0.0038984878403167667
29,0.03422256311899596
29,0.003941670557313315
29,0.03085560743897046
29,0.007131833343289484
30,0.0006337425319805079
30,0.0004679437198776837
30,0.0043119890376585035
30,1.6535519490878947e-06
31,0.0
31,0.0
31,0.0
31,0.0
32,0.0
32,0.0
32,0.0
32,0.0
33,0.0
33,0.0
33,0.0
33,0.0
34,8.114248674007118e-05
34,0.004491468910908181
34,4.7251014354487975e-05
34,0.0009897565431731814
35,8.114248674007118e-05
35,0.0047234709496987715
35,4.7251014354487975e-05
35,0.0009897565431731814
36,0.0008497244004113114
36,0.0005573181984488418
36,0.0019442513017023932
36,9.524593486631705e-05
37,0.0006730854156946076
37,0.004948206330646077
37,0.00028381321072046273
37,0.00028381321072046273
38,0.000690032872050661
38,0.003290634492939093
38,0.00026561994614271445
38,0.00026561994614271445
39,0.0
39,0.0
39,0.0
39,0.0
40,0.000690032872050661
40,0.002561300019369772
40,0.00037905914558666876
40,0.001325563474594449
41,0.000783982761748292
41,0.003311683989661973
41,0.00037905914558666876
41,0.0016225637978006802
42,0.0007942800735610822
42,0.007790071064166737
42,5.277117986540736e-05
42,0.001552579475036897
43,0.0
43,0.0
43,0.0
43,0.0
44,0.0
44,0.0
44,0.0
44,0.0
45,0.0
45,0.0
45,0.0
45,0.0
46,0.0
46,0.0
46,0.0
46,0.0
