0,333,97
0,333,122
0,317,121
0,311,153
0,310,179
0,350,122
0,356,150
0,357,179
0,334,180
0,324,179
0,324,227
0,324,270
0,347,180
0,345,227
0,341,272
0,330,95
0,338,95
0,324,99
0,342,96
0,347,279
0,352,278
0,339,276
0,325,280
0,319,279
0,324,272
1,333,97
1,333,121
1,317,120
1,311,153
1,310,179
1,350,122
1,356,149
1,358,179
1,334,179
1,324,179
1,324,227
1,324,270
1,347,180
1,345,227
1,341,271
1,330,95
1,338,95
1,324,98
1,342,96
1,347,279
1,353,278
1,340,275
1,325,279
1,319,279
1,325,272
2,333,97
2,333,121
2,317,120
2,311,153
2,310,179
2,350,121
2,356,149
2,358,179
2,334,179
2,324,179
2,324,227
2,324,270
2,347,180
2,345,227
2,341,271
2,330,95
2,338,95
2,324,98
2,341,96
2,348,279
2,353,278
2,340,276
2,325,279
2,319,279
2,324,272
3,333,96
3,333,121
3,317,120
3,311,152
3,310,179
3,351,121
3,356,149
3,358,179
3,334,179
3,324,179
3,324,227
3,324,270
3,347,179
3,345,226
3,342,271
3,330,95
3,338,95
3,324,98
3,341,96
3,347,279
3,353,278
3,340,275
3,325,279
3,319,279
3,324,272
4,333,96
4,333,121
4,317,120
4,311,152
4,310,179
4,351,121
4,356,149
4,357,179
4,334,180
4,324,179
4,324,227
4,324,270
4,347,180
4,345,226
4,341,270
4,330,95
4,338,95
4,324,98
4,341,96
4,347,278
4,353,277
4,340,273
4,325,279
4,319,279
4,324,272
5,333,97
5,333,121
5,317,121
5,311,153
5,310,179
5,353,121
5,356,150
5,357,179
5,334,179
5,324,179
5,324,227
5,324,270
5,347,180
5,345,226
5,341,270
5,330,95
5,338,95
5,324,98
5,341,97
5,347,279
5,353,278
5,340,273
5,325,279
5,318,279
5,325,273
6,333,97
6,333,121
6,317,121
6,311,154
6,310,179
6,353,121
6,356,150
6,358,179
6,334,180
6,324,180
6,324,228
6,324,270
6,347,180
6,345,227
6,341,270
6,330,95
6,338,95
6,324,98
6,341,97
6,347,279
6,353,278
6,340,273
6,325,279
6,319,279
6,325,273
7,333,97
7,333,122
7,317,121
7,311,154
7,310,180
7,353,122
7,356,150
7,358,179
7,334,180
7,324,180
7,324,229
7,324,270
7,347,180
7,345,227
7,341,271
7,330,95
7,338,95
7,324,99
7,342,97
7,347,279
7,353,278
7,340,274
7,325,279
7,318,279
7,325,273
8,333,97
8,333,122
8,317,121
8,311,154
8,310,180
8,353,122
8,356,150
8,358,179
8,334,180
8,324,180
8,324,229
8,324,271
8,347,180
8,345,227
8,341,271
8,330,95
8,338,95
8,324,99
8,342,97
8,347,279
8,353,278
8,340,274
8,325,279
8,318,279
8,325,273
9,333,97
9,333,122
9,317,121
9,311,154
9,310,180
9,353,121
9,356,150
9,358,179
9,334,180
9,324,180
9,324,228
9,324,270
9,347,180
9,345,226
9,341,270
9,330,95
9,338,95
9,324,98
9,341,97
9,347,279
9,353,278
9,340,273
9,325,279
9,318,279
9,325,273
10,333,97
10,333,121
10,317,121
10,311,153
10,310,179
10,353,121
10,356,150
10,358,179
10,334,180
10,324,180
10,324,228
10,324,270
10,347,180
10,345,226
10,341,270
10,330,95
10,338,95
10,324,98
10,341,97
10,347,279
10,352,278
10,340,273
10,325,279
10,318,279
10,325,272
11,333,97
11,333,122
11,317,121
11,311,154
11,310,179
11,352,122
11,356,150
11,357,179
11,334,180
11,324,180
11,324,228
11,324,271
11,347,180
11,344,227
11,341,271
11,330,95
11,338,95
11,324,98
11,341,97
11,347,279
11,352,278
11,340,274
11,325,279
11,319,279
11,324,273
12,333,97
12,333,123
12,317,121
12,311,153
12,310,179
12,352,122
12,356,150
12,357,179
12,334,180
12,324,180
12,324,228
12,324,271
12,347,180
12,344,226
12,341,271
12,330,95
12,338,95
12,324,98
12,341,97
12,347,279
12,352,278
12,340,274
12,325,279
12,318,279
12,325,273
13,333,97
13,333,122
13,317,121
13,311,153
13,310,179
13,352,121
13,356,150
13,358,179
13,334,180
13,324,180
13,324,228
13,324,270
13,347,180
13,344,226
13,341,269
13,330,95
13,338,95
13,324,98
13,341,97
13,347,279
13,352,278
13,340,272
13,325,279
13,318,279
13,324,272
14,333,97
14,333,121
14,317,121
14,311,153
14,310,179
14,352,121
14,356,150
14,357,179
14,334,180
14,324,179
14,324,227
14,324,270
14,347,180
14,344,226
14,341,269
14,330,95
14,338,95
14,324,98
14,341,97
14,346,279
14,351,278
14,340,272
14,325,279
14,318,279
14,325,272
15,333,97
15,333,121
15,317,121
15,311,153
15,310,179
15,352,121
15,356,150
15,357,179
15,334,180
15,324,180
15,324,228
15,324,270
15,347,180
15,344,226
15,341,269
15,330,95
15,338,95
15,324,98
15,341,97
15,346,279
15,351,278
15,340,272
15,325,279
15,318,279
15,325,272
16,333,97
16,333,122
16,317,121
16,311,153
16,310,179
16,352,121
16,356,150
16,357,180
16,334,180
16,324,180
16,324,228
16,324,270
16,347,180
16,344,226
16,341,270
16,330,95
16,338,95
16,324,98
16,341,97
16,347,279
16,352,278
16,340,273
16,325,279
16,318,279
16,325,272
17,333,97
17,333,123
17,317,122
17,311,155
17,310,180
17,352,123
17,356,152
17,357,180
17,334,180
17,324,180
17,324,228
17,323,270
17,347,181
17,344,227
17,341,271
17,330,95
17,338,95
17,324,99
17,341,97
17,347,279
17,351,278
17,340,274
17,325,279
17,319,279
17,324,273
18,333,98
18,333,124
18,317,122
18,311,156
18,310,180
18,353,124
18,356,153
18,357,180
18,334,181
